yearID,retroID,type,Column7,to-league,teamIDretro,to-league8,draft-type,draft-round,pick-number10
2011,duffm003,Da,,,HOU,NL,,20,
2011,winkd001,Da,,,COL,NL,,20,
2012,cottj001,Da,,,LAN,NL,,20,
2012,poweb002,Da,,,OAK,AL,,20,
2015,matop002,Da,,,SDN,NL,,20,
2013,sparg001,Da,,,KCA,AL,,20,
2012,petet001,Da,,,NYN,NL,,20,
2015,andet003,Da,,,PIT,NL,,20,
2003,antom001,Dn,,,LAN,NL,,19,
1981,arnsb001,Dn,,,CLE,AL,,19,
1975,bereb001,Dn,,,DET,AL,,19,
2000,bourm001,Dn,,,HOU,NL,,19,
1974,brooh001,Dn,,,MON,NL,,19,
2001,browj005,Dn,,,BOS,AL,,19,
1993,cardj001,Dn,,,DET,AL,,19,
1966,cey-r001,Dn,,,NYN,NL,,19,
1977,chamc101,Dn,,,NYN,NL,,19,
1984,coles001,Dn,,,PIT,NL,,19,
2005,dankj002,Dn,,,CHA,AL,,19,
2005,davii001,Dn,,,TBA,AL,,19,
1988,duram001,Dn,,,HOU,NL,,19,
2006,dysos001,Dn,,,WAS,NL,,19,
1984,fishj001,Dn,,,OAK,AL,,19,
1987,fyhrm001,Dn,,,PIT,NL,,19,
2003,geerj001,Dn,,,TBA,AL,,19,
2000,halsb001,Dn,,,NYA,AL,,19,
2001,hammj002,Dn,,,TBA,AL,,19,
1996,hendm001,Dn,,,TEX,AL,,19,
1986,hoses001,Dn,,,CLE,AL,,19,
2001,komis002,Dn,,,SLN,NL,,19,
1990,lopea002,Dn,,,SEA,AL,,19,
1999,lowrn001,Dn,,,TEX,AL,,19,
1978,mcrek001,Dn,,,MIL,AL,,19,
1995,minod001,Dn,,,NYN,NL,,19,
2004,owinm001,Dn,,,CHN,NL,,19,
2004,pricd001,Dn,,,LAN,NL,,19,
1970,remyj001,Dn,,,WS2,AL,,19,
1982,richj002,Dn,,,NYN,NL,,19,
1995,rossd001,Dn,,,LAN,NL,,19,
1975,ruckd001,Dn,,,PHI,NL,,19,
1993,ruper001,Dn,,,NYN,NL,,19,
1994,seart001,Dn,,,CAL,AL,,19,
1975,stodb001,Dn,,,MIL,AL,,19,
2003,tolbm001,Dn,,,BAL,AL,,19,
1996,wrigd001,Dn,,,CLE,AL,,19,
2008,rolld002,Dn,,,LAN,NL,,19,
2011,weavl001,Dn,,,TOR,AL,,19,
2010,jonej006,Dn,,,HOU,NL,,19,
2010,palkd001,Dn,,,PHI,NL,,19,
2010,wickr001,Dn,,,MIL,NL,,19,
2010,eader001,Dn,,,COL,NL,,19,
2014,heins001,Dn,,,KCA,AL,,19,
2001,albaj001,Da,,,PIT,NL,,19,
2005,badeb001,Da,,,DET,AL,,19,
2006,belod001,Da,,,DET,AL,,19,
1998,bennj002,Da,,,PIT,NL,,19,
1987,bourr001,Da,,,LAN,NL,,19,
1973,bradl101,Da,,,ATL,NL,,19,
1987,cartj002,Da,,,MON,NL,,19,
1969,chanc101,Da,,,OAK,AL,,19,
1993,coppr001,Da,,,BAL,AL,,19,
1980,coucm101,Da,,,SDN,NL,,19,
2003,coutj001,Da,,,SFN,NL,,19,
1982,datzj001,Da,,,HOU,NL,,19,
2002,denoc001,Da,,,CIN,NL,,19,
1989,dohej001,Da,,,DET,AL,,19,
1995,duvam001,Da,,,FLO,NL,,19,
1997,ecksd001,Da,,,BOS,AL,,19,
1975,eddys101,Da,,,CAL,AL,,19,
1998,fikaj001,Da,,,SDN,NL,,19,
1998,fileb001,Da,,,TOR,AL,,19,
1994,garcl003,Da,,,CHA,AL,,19,
2004,gimec001,Da,,,CLE,AL,,19,
1991,gorer001,Da,,,LAN,NL,,19,
2001,gornn001,Da,,,ANA,AL,,19,
2006,graht001,Da,,,SFN,NL,,19,
1991,greec002,Da,,,SDN,NL,,19,
1992,grzam001,Da,,,HOU,NL,,19,
2006,heatd001,Da,,,ATL,NL,,19,
1996,heinc001,Da,,,CHA,AL,,19,
1986,hoilc001,Da,,,DET,AL,,19,
1968,howaw101,Da,,,SE1,AL,,19,
1997,hught001,Da,,,TEX,AL,,19,
1999,johng001,Da,,,ANA,AL,,19,
2003,karsj001,Da,,,NYA,AL,,19,
1995,kayej001,Da,,,SEA,AL,,19,
1989,keysb001,Da,,,CHA,AL,,19,
1980,klawt001,Da,,,LAN,NL,,19,
2002,koreb001,Da,,,PHI,NL,,19,
2008,lombs002,Da,,,WAS,NL,,19,
1976,lucag001,Da,,,SDN,NL,,19,
1974,lysar001,Da,,,OAK,AL,,19,
1987,macdr001,Da,,,TOR,AL,,19,
1986,mallb001,Da,,,TEX,AL,,19,
1993,malos001,Da,,,MIL,AL,,19,
1977,martr001,Da,,,KCA,AL,,19,
1979,mattd001,Da,,,NYA,AL,,19,
2003,mattr001,Da,,,COL,NL,,19,
2003,mayse001,Da,,,HOU,NL,,19,
1995,milea001,Da,,,HOU,NL,,19,
2003,mottj001,Da,,,SLN,NL,,19,
2000,murra001,Da,,,TEX,AL,,19,
2004,newmj002,Da,,,COL,NL,,19,
2006,pettc001,Da,,,ANA,AL,,19,
1982,pevem001,Da,,,MIN,AL,,19,
1997,pierc001,Da,,,CHN,NL,,19,
1991,piscm001,Da,,,PIT,NL,,19,
1994,polap001,Da,,,SLN,NL,,19,
1969,redmg101,Da,,,CHA,AL,,19,
1995,richc001,Da,,,SLN,NL,,19,
1977,robid101,Da,,,CHA,AL,,19,
1988,romem001,Da,,,PIT,NL,,19,
1982,sabeb001,Da,,,KCA,AL,,19,
2001,schrc001,Da,,,MON,NL,,19,
1995,smitt001,Da,,,MIL,AL,,19,
1988,spraj001,Da,,,CIN,NL,,19,
1974,sykeb101,Da,,,DET,AL,,19,
2003,taubt001,Da,,,MIL,NL,,19,
1995,tessj001,Da,,,NYA,AL,,19,
1981,tewkb001,Da,,,NYA,AL,,19,
1972,thomb106,Da,,,TEX,AL,,19,
2000,thomc001,Da,,,ATL,NL,,19,
1981,thorl001,Da,,,NYN,NL,,19,
2006,tomlj001,Da,,,CLE,AL,,19,
2006,valed001,Da,,,MIN,AL,,19,
1985,velar001,Da,,,CHA,AL,,19,
1972,wagnm001,Da,,,DET,AL,,19,
1999,webbj001,Da,,,CHN,NL,,19,
1978,weisg101,Da,,,LAN,NL,,19,
1974,wertd101,Da,,,NYA,AL,,19,
1996,yount001,Da,,,MON,NL,,19,
1970,zachp001,Da,,,CIN,NL,,19,
2010,eatoa002,Da,,,ARI,NL,,19,
2008,susds001,Da,,,PHI,NL,,19,
2007,wheez002,Da,,,MIL,NL,,19,
2008,scrux001,Da,,,SLN,NL,,19,
2009,teper001,Da,,,TOR,AL,,19,
2009,garnd001,Da,,,COL,NL,,19,
2011,hallc001,Da,,,SFN,NL,,19,
2009,tartt001,Da,,,SLN,NL,,19,
2012,triga001,Da,,,KCA,AL,,19,
2011,moris001,Da,,,CLE,AL,,19,
2013,engea001,Da,,,CHA,AL,,19,
2012,hadej001,Da,,,BAL,AL,,19,
2014,bumma001,Da,,,CHA,AL,,19,
2012,ennsd001,Da,,,NYA,AL,,19,
2014,harvj001,Da,,,NYA,AL,,19,
2011,ramsm003,Da,,,TBA,AL,,19,
2016,popps001,Da,,,MIN,AL,,19,
2015,brows003,Da,,,OAK,AL,,19,
2013,speig001,Da,,,BOS,AL,,19,
1974,bakes101,Dn,,,NYN,NL,,18,
1965,browo101,Dn,,,CIN,NL,,18,
1978,bulle001,Dn,,,LAN,NL,,18,
2007,carpc003,Dn,,,NYA,AL,,18,
2006,casha001,Dn,,,COL,NL,,18,
1973,davem101,Dn,,,HOU,NL,,18,
1969,decid001,Dn,,,SDN,NL,,18,
1973,dixot101,Dn,,,LAN,NL,,18,
1983,dozid001,Dn,,,DET,AL,,18,
1972,drumk101,Dn,,,MON,NL,,18,
1970,edwam101,Dn,,,CAL,AL,,18,
2004,emaub001,Dn,,,ATL,NL,,18,
1966,gaspr101,Dn,,,NYN,NL,,18,
1987,haasd001,Dn,,,TOR,AL,,18,
1999,hairs001,Dn,,,CHA,AL,,18,
1984,harkm001,Dn,,,SDN,NL,,18,
1988,hathh001,Dn,,,BOS,AL,,18,
1991,higgb001,Dn,,,PHI,NL,,18,
1985,howid001,Dn,,,PHI,NL,,18,
1977,hudgd101,Dn,,,MIL,AL,,18,
2005,jennd002,Dn,,,CLE,AL,,18,
2003,johnr009,Dn,,,PHI,NL,,18,
1976,joner003,Dn,,,ATL,NL,,18,
1986,knobc001,Dn,,,PHI,NL,,18,
1998,laroa001,Dn,,,FLO,NL,,18,
1977,lozaw001,Dn,,,DET,AL,,18,
2004,luebc001,Dn,,,PIT,NL,,18,
1993,mcdok001,Dn,,,BOS,AL,,18,
1999,meddb001,Dn,,,KCA,AL,,18,
1993,middj001,Dn,,,NYN,NL,,18,
1968,mitcp101,Dn,,,PIT,NL,,18,
1965,murpt101,Dn,,,HOU,NL,,18,
1976,owenl001,Dn,,,CAL,AL,,18,
1973,peter001,Dn,,,MIN,AL,,18,
1999,rabur001,Dn,,,TBA,AL,,18,
1977,rasmd001,Dn,,,PIT,NL,,18,
1986,salmt001,Dn,,,ATL,NL,,18,
1970,schnj101,Dn,,,CHN,NL,,18,
1978,skubb101,Dn,,,SLN,NL,,18,
1972,sneln001,Dn,,,BAL,AL,,18,
1985,stana001,Dn,,,DET,AL,,18,
1998,thomk001,Dn,,,MIN,AL,,18,
1981,treaj001,Dn,,,MON,NL,,18,
1975,waltm001,Dn,,,LAN,NL,,18,
2006,brewc001,Dn,,,ANA,AL,,18,
2007,jordt001,Dn,,,CIN,NL,,18,
2008,flynb001,Dn,,,BOS,AL,,18,
2004,martc007,Dn,,,DET,AL,,18,
2009,strom001,Dn,,,WAS,NL,,18,
2010,bryak001,Dn,,,TOR,AL,,18,
2007,solis001,Dn,,,ARI,NL,,18,
2006,andel002,Da,,,BOS,AL,,18,
1998,backb001,Da,,,TBA,AL,,18,
1996,bacsm001,Da,,,CLE,AL,,18,
1998,beimj001,Da,,,PIT,NL,,18,
2008,belij001,Da,,,CHN,NL,,18,
2005,bradz001,Da,,,MIL,NL,,18,
2007,browa003,Da,,,SLN,NL,,18,
1966,browr102,Da,,,CAL,AL,,18,
1991,camem001,Da,,,CHA,AL,,18,
2008,cloyt001,Da,,,PHI,NL,,18,
2000,coatb001,Da,,,CHN,NL,,18,
1994,colem001,Da,,,BOS,AL,,18,
1985,cookd001,Da,,,SFN,NL,,18,
1990,dalem001,Da,,,CAL,AL,,18,
2002,dejoj001,Da,,,TOR,AL,,18,
1994,eberd001,Da,,,ATL,NL,,18,
2003,ellia001,Da,,,LAN,NL,,18,
1982,eufef001,Da,,,MIN,AL,,18,
2004,fordd002,Da,,,MIL,NL,,18,
1968,forsk001,Da,,,HOU,NL,,18,
1974,frosd101,Da,,,CHA,AL,,18,
1990,gajks001,Da,,,CLE,AL,,18,
1970,garcr102,Da,,,SDN,NL,,18,
1987,gardm002,Da,,,SEA,AL,,18,
1965,gogob101,Da,,,WS2,AL,,18,
2001,gomej001,Da,,,TBA,AL,,18,
1974,gonzo101,Da,,,CLE,AL,,18,
1974,grayg101,Da,,,TEX,AL,,18,
1987,harrd002,Da,,,NYN,NL,,18,
1976,hassr001,Da,,,CLE,AL,,18,
1986,howid001,Da,,,OAK,AL,,18,
1965,jarvr101,Da,,,BOS,AL,,18,
1987,johne001,Da,,,SFN,NL,,18,
2008,koeht001,Da,,,FLO,NL,,18,
1988,lewid001,Da,,,OAK,AL,,18,
1968,lowej001,Da,,,CLE,AL,,18,
1991,mahar001,Da,,,BOS,AL,,18,
2008,mchuc001,Da,,,NYN,NL,,18,
2006,mickk001,Da,,,SEA,AL,,18,
1965,moosb101,Da,,,PIT,NL,,18,
1970,murrd001,Da,,,MON,NL,,18,
1988,nielj001,Da,,,NYA,AL,,18,
1999,overl001,Da,,,ARI,NL,,18,
1966,pactj101,Da,,,NYA,AL,,18,
1990,pottm001,Da,,,ATL,NL,,18,
1998,prinb001,Da,,,ARI,NL,,18,
1995,rands001,Da,,,NYA,AL,,18,
1993,ray-k001,Da,,,KCA,AL,,18,
2005,recka001,Da,,,OAK,AL,,18,
1975,reynd101,Da,,,SDN,NL,,18,
1989,roa-j001,Da,,,ATL,NL,,18,
2003,rober002,Da,,,TOR,AL,,18,
1993,rockj001,Da,,,ATL,NL,,18,
2003,rodrf004,Da,,,ANA,AL,,18,
1991,ruetk001,Da,,,MON,NL,,18,
1979,salam001,Da,,,SLN,NL,,18,
1987,segud001,Da,,,BAL,AL,,18,
1998,serrj001,Da,,,MON,NL,,18,
1987,shert001,Da,,,SLN,NL,,18,
1978,shinr001,Da,,,MON,NL,,18,
1978,showe001,Da,,,SDN,NL,,18,
1998,sneae001,Da,,,SLN,NL,,18,
1973,squim001,Da,,,CHA,AL,,18,
1992,stepg001,Da,,,BAL,AL,,18,
1968,strab101,Da,,,DET,AL,,18,
1978,stupj001,Da,,,PIT,NL,,18,
1968,terrj101,Da,,,MIN,AL,,18,
1988,tomlr001,Da,,,PIT,NL,,18,
2004,trumm001,Da,,,ANA,AL,,18,
1977,ullgs101,Da,,,MIN,AL,,18,
2009,vasqa001,Da,,,SEA,AL,,18,
2008,vincn001,Da,,,SDN,NL,,18,
1989,walld002,Da,,,HOU,NL,,18,
1986,wardt001,Da,,,NYA,AL,,18,
1989,whism001,Da,,,PHI,NL,,18,
1986,white003,Da,,,HOU,NL,,18,
1992,wilsg002,Da,,,PIT,NL,,18,
1988,winsd001,Da,,,MON,NL,,18,
2002,wolfr002,Da,,,FLO,NL,,18,
1993,woots001,Da,,,DET,AL,,18,
2008,websa001,Da,,,LAN,NL,,18,
2009,thiec001,Da,,,MIL,NL,,18,
2009,webbd001,Da,,,TOR,AL,,18,
2011,martn002,Da,,,TEX,AL,,18,
2012,duffm002,Da,,,SFN,NL,,18,
2007,strih001,Da,,,BOS,AL,,18,
2011,armss001,Da,,,CLE,AL,,18,
2013,fowld002,Da,,,NYA,AL,,18,
2012,stepj002,Da,,,CIN,NL,,18,
2011,taijt001,Da,,,NYN,NL,,18,
2012,boted002,Da,,,CHN,NL,,18,
2011,bertj001,Da,,,TOR,AL,,18,
2013,schwf001,Da,,,KCA,AL,,18,
2014,webbj002,Da,,,ATL,NL,,18,
2015,kellk003,Da,,,MIA,NL,,18,
2016,duggr001,Da,,,SEA,AL,,18,
2012,lailb001,Da,,,NYA,AL,,18,
2004,arenj001,Dn,,,SEA,AL,,17,
1981,banks001,Dn,,,PIT,NL,,17,
2005,beatp001,Dn,,,NYN,NL,,17,
1986,benne001,Dn,,,PHI,NL,,17,
1977,boget101,Dn,,,CHA,AL,,17,
1987,bradt001,Dn,,,NYA,AL,,17,
1983,brinb001,Dn,,,NYA,AL,,17,
1980,cookg001,Dn,,,SDN,NL,,17,
1994,dellj001,Dn,,,NYN,NL,,17,
1999,faheb001,Dn,,,SDN,NL,,17,
1997,fredk001,Dn,,,MIN,AL,,17,
1984,gardm001,Dn,,,CLE,AL,,17,
1973,garvj101,Dn,,,BAL,AL,,17,
1996,gintm001,Dn,,,NYA,AL,,17,
1996,gonzm001,Dn,,,PIT,NL,,17,
1994,grabj001,Dn,,,NYA,AL,,17,
1989,grudm001,Dn,,,NYN,NL,,17,
1993,kolbd001,Dn,,,MIN,AL,,17,
1998,macdm001,Dn,,,BAL,AL,,17,
2001,macrm001,Dn,,,MIN,AL,,17,
1972,mercm101,Dn,,,MON,NL,,17,
1995,myeta001,Dn,,,SEA,AL,,17,
2006,oliva002,Dn,,,MIN,AL,,17,
1984,ortoj001,Dn,,,NYN,NL,,17,
1995,procs001,Dn,,,NYN,NL,,17,
2003,purcd001,Dn,,,NYA,AL,,17,
1998,putzj001,Dn,,,MIN,AL,,17,
1977,redug001,Dn,,,BOS,AL,,17,
1979,robij002,Dn,,,TOR,AL,,17,
1981,rodrr004,Dn,,,KCA,AL,,17,
2006,runzd001,Dn,,,SEA,AL,,17,
2005,russj003,Dn,,,SEA,AL,,17,
1980,schic001,Dn,,,CHA,AL,,17,
1966,scric101,Dn,,,MIN,AL,,17,
1965,tidrd001,Dn,,,WS2,AL,,17,
1970,vailm001,Dn,,,LAN,NL,,17,
2006,watst001,Dn,,,BAL,AL,,17,
2008,glenb001,Dn,,,OAK,AL,,17,
2005,domic001,Dn,,,TEX,AL,,17,
2008,could001,Dn,,,LAN,NL,,17,
2012,olsot002,Dn,,,OAK,AL,,17,
2010,andec002,Dn,,,TBA,AL,,17,
2009,marrd001,Dn,,,CIN,NL,,17,
2009,goodb001,Dn,,,CHA,AL,,17,
2013,calhw001,Dn,,,TBA,AL,,17,
2013,lauee001,Dn,,,TOR,AL,,17,
1984,bichd001,Da,,,CAL,AL,,17,
1979,blacb001,Da,,,SEA,AL,,17,
2004,blevj001,Da,,,CHN,NL,,17,
1981,buckk001,Da,,,TEX,AL,,17,
1972,burkg101,Da,,,LAN,NL,,17,
1972,burrr001,Da,,,CHN,NL,,17,
2004,cainl001,Da,,,MIL,NL,,17,
2004,cartc001,Da,,,ARI,NL,,17,
1987,carts001,Da,,,PIT,NL,,17,
2000,chapt001,Da,,,PHI,NL,,17,
1991,charf001,Da,,,SFN,NL,,17,
1966,chrib102,Da,,,CAL,AL,,17,
1969,colub101,Da,,,SE1,AL,,17,
1978,coopd001,Da,,,NYA,AL,,17,
1991,crawj001,Da,,,NYN,NL,,17,
1982,crimc001,Da,,,MIL,AL,,17,
2006,crotm001,Da,,,PIT,NL,,17,
1990,daubb001,Da,,,NYN,NL,,17,
2002,demac001,Da,,,PIT,NL,,17,
1999,diazm003,Da,,,TBA,AL,,17,
1985,dreet001,Da,,,CHA,AL,,17,
1993,dye-j001,Da,,,ATL,NL,,17,
1992,echea001,Da,,,COL,NL,,17,
1997,estrj001,Da,,,PHI,NL,,17,
1975,folem001,Da,,,CHA,AL,,17,
1968,gallb101,Da,,,LAN,NL,,17,
1989,gileb002,Da,,,CLE,AL,,17,
2007,gomeb001,Da,,,SDN,NL,,17,
1990,gonzr002,Da,,,KCA,AL,,17,
1975,guldb001,Da,,,LAN,NL,,17,
1966,hahnd102,Da,,,SFN,NL,,17,
1987,halec001,Da,,,MIN,AL,,17,
2000,hardr001,Da,,,OAK,AL,,17,
2006,heisc001,Da,,,CIN,NL,,17,
1979,herso001,Da,,,LAN,NL,,17,
1998,hinse001,Da,,,CHN,NL,,17,
2000,hodgt001,Da,,,ATL,NL,,17,
1971,hollj102,Da,,,CHA,AL,,17,
2001,holms002,Da,,,SFN,NL,,17,
1994,holtm001,Da,,,CAL,AL,,17,
1976,honer001,Da,,,PIT,NL,,17,
1978,hrbek001,Da,,,MIN,AL,,17,
1993,johnm002,Da,,,TOR,AL,,17,
1999,johnr008,Da,,,TOR,AL,,17,
2003,kinsi001,Da,,,TEX,AL,,17,
1993,lankf001,Da,,,NYA,AL,,17,
1978,lawlt001,Da,,,CIN,NL,,17,
1998,lawrb001,Da,,,SDN,NL,,17,
1988,loftk001,Da,,,HOU,NL,,17,
2002,martr004,Da,,,LAN,NL,,17,
2002,maths001,Da,,,PHI,NL,,17,
2002,mccab001,Da,,,CHA,AL,,17,
1980,mcner101,Da,,,SEA,AL,,17,
1990,miesm001,Da,,,SDN,NL,,17,
1979,millb101,Da,,,MON,NL,,17,
1990,mints001,Da,,,LAN,NL,,17,
1990,mlicd001,Da,,,CLE,AL,,17,
1986,moeld001,Da,,,KCA,AL,,17,
2003,montl002,Da,,,MON,NL,,17,
1988,moorm002,Da,,,CAL,AL,,17,
2007,morem001,Da,,,TEX,AL,,17,
2000,napom001,Da,,,ANA,AL,,17,
1995,newhd001,Da,,,OAK,AL,,17,
1977,owenl001,Da,,,ATL,NL,,17,
1971,pocob001,Da,,,ATL,NL,,17,
1998,portc002,Da,,,HOU,NL,,17,
1995,reamb001,Da,,,SLN,NL,,17,
2006,reddj001,Da,,,BOS,AL,,17,
1976,robeb001,Da,,,HOU,NL,,17,
2006,robed002,Da,,,NYA,AL,,17,
1985,roesm001,Da,,,CIN,NL,,17,
1980,romat001,Da,,,KCA,AL,,17,
1988,rowlr001,Da,,,DET,AL,,17,
1972,ruhlv001,Da,,,DET,AL,,17,
1993,ruscg001,Da,,,KCA,AL,,17,
1998,ryanb001,Da,,,CIN,NL,,17,
1973,sambj001,Da,,,HOU,NL,,17,
1976,schrk001,Da,,,CAL,AL,,17,
1981,scotd002,Da,,,NYA,AL,,17,
1965,scotm101,Da,,,NYA,AL,,17,
2000,slatd001,Da,,,ARI,NL,,17,
1989,smalm001,Da,,,HOU,NL,,17,
1996,stowc001,Da,,,MON,NL,,17,
1991,vanet001,Da,,,BOS,AL,,17,
1976,vonod001,Da,,,NYN,NL,,17,
1998,wiggt001,Da,,,NYN,NL,,17,
1998,willd002,Da,,,PIT,NL,,17,
2000,willj004,Da,,,FLO,NL,,17,
1991,wills001,Da,,,CAL,AL,,17,
1989,zaung001,Da,,,BAL,AL,,17,
1991,zerbc001,Da,,,LAN,NL,,17,
2010,claip001,Da,,,NYA,AL,,17,
2009,amess001,Da,,,LAN,NL,,17,
2011,schlg001,Da,,,ATL,NL,,17,
2011,stitm001,Da,,,SDN,NL,,17,
2011,smitc003,Da,,,DET,AL,,17,
2011,rua-r001,Da,,,TEX,AL,,17,
2010,garcj005,Da,,,BOS,AL,,17,
2009,cravt001,Da,,,MIL,NL,,17,
2010,nealz001,Da,,,FLO,NL,,17,
2011,mottt001,Da,,,TBA,AL,,17,
2013,brugj001,Da,,,OAK,AL,,17,
2011,therj001,Da,,,PHI,NL,,17,
2010,jayem001,Da,,,TOR,AL,,17,
2011,andrj001,Da,,,CHN,NL,,17,
2012,almoy001,Da,,,ANA,AL,,17,
2013,fry-p001,Da,,,SEA,AL,,17,
2015,phile001,Da,,,ATL,NL,,17,
2015,wingt001,Da,,,SDN,NL,,17,
2005,alony001,Dn,,,MIN,AL,,16,
1980,andes001,Dn,,,OAK,AL,,16,
1981,ballj002,Dn,,,MIL,AL,,16,
1985,bowij001,Dn,,,MIL,AL,,16,
1980,brumm001,Dn,,,PHI,NL,,16,
1978,chrij001,Dn,,,CAL,AL,,16,
1974,clibs001,Dn,,,SFN,NL,,16,
1969,cosgm101,Dn,,,CIN,NL,,16,
1981,distb001,Dn,,,LAN,NL,,16,
1983,farrj001,Dn,,,CLE,AL,,16,
1994,grybk001,Dn,,,CIN,NL,,16,
1990,halts001,Dn,,,CIN,NL,,16,
1995,hendm001,Dn,,,DET,AL,,16,
1982,henrd002,Dn,,,NYN,NL,,16,
2003,hughj001,Dn,,,TBA,AL,,16,
1968,iorgd001,Dn,,,KCA,AL,,16,
1984,jords001,Dn,,,BOS,AL,,16,
1999,mannc001,Dn,,,BOS,AL,,16,
1972,matur101,Dn,,,MON,NL,,16,
1984,mccar001,Dn,,,CLE,AL,,16,
1977,millb101,Dn,,,MIN,AL,,16,
1975,mirap001,Dn,,,MIN,AL,,16,
1975,obrid102,Dn,,,CHA,AL,,16,
1977,philt001,Dn,,,SEA,AL,,16,
1989,pottm001,Dn,,,CLE,AL,,16,
2005,smoaj001,Dn,,,OAK,AL,,16,
1976,snydb001,Dn,,,TEX,AL,,16,
1979,stans001,Dn,,,SLN,NL,,16,
1980,steit001,Dn,,,CLE,AL,,16,
1968,stons101,Dn,,,CLE,AL,,16,
1975,suthl101,Dn,,,CLE,AL,,16,
1978,teuft001,Dn,,,MIL,AL,,16,
1992,tramb001,Dn,,,BAL,AL,,16,
1978,violf001,Dn,,,KCA,AL,,16,
1982,websl001,Dn,,,MIN,AL,,16,
2010,allec002,Dn,,,CLE,AL,,16,
2008,wongk001,Dn,,,MIN,AL,,16,
2009,dendm001,Dn,,,PIT,NL,,16,
2006,carrs001,Dn,,,ANA,AL,,16,
2009,susaa001,Dn,,,PHI,NL,,16,
2008,burnb002,Dn,,,ATL,NL,,16,
2011,rodoc001,Dn,,,MIL,NL,,16,
2011,tuckp001,Dn,,,COL,NL,,16,
2011,sampa001,Dn,,,FLO,NL,,16,
2011,skoge001,Dn,,,PIT,NL,,16,
2011,gossd001,Dn,,,BOS,AL,,16,
2009,bardl001,Dn,,,BOS,AL,,16,
2014,ginkk001,Dn,,,SFN,NL,,16,
1993,abada001,Da,,,BOS,AL,,16,
1986,aldrs001,Da,,,DET,AL,,16,
1978,barns001,Da,,,CIN,NL,,16,
1969,bellb001,Da,,,CLE,AL,,16,
1980,boydo001,Da,,,BOS,AL,,16,
1966,brinc101,Da,,,CHA,AL,,16,
1997,camps002,Da,,,SDN,NL,,16,
1994,cancr001,Da,,,MIL,AL,,16,
1983,chadr001,Da,,,CAL,AL,,16,
2005,chapj001,Da,,,ATL,NL,,16,
1990,convj001,Da,,,SEA,AL,,16,
1990,coolm001,Da,,,TOR,AL,,16,
1986,corba001,Da,,,NYN,NL,,16,
1995,davil001,Da,,,CIN,NL,,16,
1978,dayeb001,Da,,,NYA,AL,,16,
2003,dickc001,Da,,,CIN,NL,,16,
1969,diorm101,Da,,,PHI,NL,,16,
2007,edles001,Da,,,SFN,NL,,16,
1980,eisej001,Da,,,MIN,AL,,16,
2002,eveld001,Da,,,MIL,NL,,16,
1990,faner001,Da,,,SFN,NL,,16,
1976,fundm001,Da,,,MIN,AL,,16,
1968,gambo001,Da,,,CHN,NL,,16,
1996,gonzd002,Da,,,NYN,NL,,16,
1995,gonzg002,Da,,,FLO,NL,,16,
1979,grant101,Da,,,CHN,NL,,16,
1995,grybk001,Da,,,SEA,AL,,16,
1965,hairj101,Da,,,CHN,NL,,16,
1973,harpt001,Da,,,ATL,NL,,16,
2005,hernd002,Da,,,BAL,AL,,16,
1986,hibbg001,Da,,,KCA,AL,,16,
2001,hietj001,Da,,,NYN,NL,,16,
1987,hille001,Da,,,NYN,NL,,16,
1992,hincb001,Da,,,SEA,AL,,16,
2005,hollm002,Da,,,DET,AL,,16,
1984,holmd001,Da,,,LAN,NL,,16,
1985,huffm001,Da,,,LAN,NL,,16,
1989,johnb002,Da,,,NYA,AL,,16,
1990,johnd003,Da,,,OAK,AL,,16,
1995,johnr007,Da,,,BOS,AL,,16,
1985,kraej001,Da,,,CHN,NL,,16,
2003,laffa001,Da,,,CLE,AL,,16,
1995,lafop001,Da,,,MON,NL,,16,
1990,leder001,Da,,,NYA,AL,,16,
1972,lemad101,Da,,,DET,AL,,16,
2007,luekj001,Da,,,TEX,AL,,16,
1988,marst001,Da,,,PHI,NL,,16,
2007,mastd002,Da,,,TOR,AL,,16,
1994,matoj001,Da,,,CLE,AL,,16,
1993,mattt001,Da,,,MON,NL,,16,
1986,meyeb001,Da,,,HOU,NL,,16,
1984,millk002,Da,,,PHI,NL,,16,
1987,moorb004,Da,,,KCA,AL,,16,
1988,moork001,Da,,,KCA,AL,,16,
2008,moort002,Da,,,WAS,NL,,16,
1980,mosej001,Da,,,SEA,AL,,16,
1972,nyman101,Da,,,CHA,AL,,16,
1987,olins001,Da,,,CLE,AL,,16,
1979,omalt001,Da,,,SFN,NL,,16,
1987,osuna001,Da,,,HOU,NL,,16,
2006,parkb001,Da,,,CHN,NL,,16,
1985,parkr001,Da,,,PHI,NL,,16,
1986,penaj001,Da,,,SFN,NL,,16,
1976,percj001,Da,,,LAN,NL,,16,
1968,perzs101,Da,,,CHA,AL,,16,
1966,phile103,Da,,,BOS,AL,,16,
1990,plane001,Da,,,BOS,AL,,16,
2004,reynm001,Da,,,ARI,NL,,16,
1988,robek001,Da,,,CHN,NL,,16,
1986,rogej001,Da,,,TOR,AL,,16,
1978,ruckd001,Da,,,DET,AL,,16,
1996,sandj001,Da,,,TBA,AL,,16,
2007,schlb001,Da,,,PHI,NL,,16,
2000,shiej002,Da,,,TBA,AL,,16,
1992,siscs001,Da,,,KCA,AL,,16,
1985,stanm002,Da,,,TEX,AL,,16,
